ID,Text,Translation
7735,Mission Evaluation: The Exodus,任務評估：出埃及記
8128,Congratulations! Everyone at Mission Control rejoices as the Colony has been marked as “extremely successful” in the Evaluation Report.,恭喜！殖民地評估結果為「極度成功」，整個任務中心都沉浸在喜悅之中。
7740,"We managed not only to achieve our goals, but also to surpass all expectations as the size of our current Colony is far beyond the initial estimations. This day will be marked in human history by the importance of our accomplishment – we secured the future of humankind as interplanetary species. The Colony would now be a symbol of hope and new beginning, a proof that humanity would persevere and live on regardless of the challenges we face.

<effect> Mission Evaluation objective completed - you have <count> Colonists out of <target> present on the planet. Final Score: <Score>.","我們不只達成了任務，整個殖民地的規模甚至大幅超越了當初的預估。我們今天的成就將被歷史記住 — 我們確保了人類將成為跨星球的物種。現在殖民地已成為希望的象徵與新的開始，證明無論面對什麼挑戰，人類將能存活下來並且延續下去

<effect> 任務評估目標達成 — 目標殖民者數量為 <target> 而你擁有 <count> 個。最終分數：<Score>"
8129,"Our civilization, in all its glory, still bears the mark of obsolete cultural and ideological beliefs, from times when people didn't know any better. If we remain ignorant of our own flaws we risk destroying the future for our children.",我們的文明儘管看似輝煌，但在過去所知不足時，遺留下來的過時文化與思想主義仍然存在。如果我們繼續無視這些缺陷，則無異於將我們的未來與子孫的命運置於險處
7742,"New horizons open new possibilities. Mars can be viewed as a blank canvas – a hostile, uncultivated place where humanity can start anew. A fresh start needs new people – people born on Mars, raised in a society where people cooperate and fight the odds instead of each other.

<goal><objective>","新的地平線開啟了新的可能性。 火星是一張空白的畫布 – 一個充滿敵意且未開墾的地方， 讓人類可以重新開始。 全新的開始需要全新的人們 – 在火星出生， 且在人們互相幫助爭取機會，而不是互相對抗的社會中成長

<goal><objective>"
8130,"The Mission Evaluation period is over and the progress we've made was marked as... sub-optimal, to say the least.",任務評估期間結束， 我們的進展被標記為 ... 最少可以說是次優
7743,"Martian birthrate trends are still susceptible to malicious undercurrents and the Colony depends largely on the arrival of Applicants from Earth.

The Sponsors are disappointed that their program goal - a new human civilization on Mars - can't be achieved yet. Probably it was too early to expect that humanity can beat the odds of survival on such a hostile world and reach the level of everyday comfort required to start thinking about children and the future. The burden to disprove the evil tongues who would say this is impossible now lies on our shoulders. There's still work to be done

<effect>Mission Evaluation objective failed - you have <count> Martianborn Colonists out of <target> present in the Colony. Final Score: <Score>.","火星的出生率趨勢還是容易受到暗潮洶湧的惡意所影響， 殖民地大多還是依賴從地球來的應徵者。

贊助商對於計劃目標 - 火星上的新人類文明 - 還無法達成感到失望。 或許現在去期待人類能在這個險惡的世界中存活， 並達到可以開始思考孩童和未來的生活水準，還為時太早。 去反駁那些認為這件事是不可能的言論的重擔，現在落在我們的身上了。 還有很多工作要做

<effect>任務評估目標失敗 - 目標火星之子數量為 <target> 而你擁有 <count> 個。最終分數：<Score>"
8131,The Mission Evaluation period is over and the results we have achieved are quite satisfactory.,任務評估期間結束， 我們的成果相當令人滿意
7744,"If we keep up the good work, in several generations the concept of the Martian civilization would exit the state of the hypothetical and become a reality.

<effect> Mission Evaluation objective completed - you have <count> Colonists present on the planet out of the target <target>. Final Score: <Score>.","如果我們一直做的這麼棒， 幾個世代內， 火星文化的概念就不再只是假想， 而會成真

<effect>任務評估目標達成 - 目標火星之子數量為 <target> 而你擁有 <count> 個。最終分數：<Score>."
7741,Mission Evaluation: A Fresh Start,任務評估： 一個全新的開始
8132,The Mission Evaluation period is over and it’s not wrong to say that we managed to outdo ourselves.,任務評估期間結束， 我們可以說我們已經超越了自我
7745,"The number of Colonists born on Mars have reached beyond the wildest expectations! This solid base would serve us to promote new values of the new society, to allow the culture of the Red Planet to flourish and develop independent of the bad influence of Earth.

The path ahead of us is rough and uncertain, but who knows, maybe one day the people on Earth would admire the achievements of the Martians in awe, learning from them.

<effect> Mission Evaluation objective completed - you have <count> Martianborn Colonists present on the planet out of the target <target>. Final Score: <Score>.","火星之子的人數大大超越了預期！ 這個堅實的基地可以讓我們推廣新社會的新價值， 讓火星文化可以獨立於地球不良影響之外而繁榮發展。

我們前方的道路充滿了不確定性， 但是誰知道， 或許有一天， 地球人會敬佩火星人的成就， 向他們學習

<effect>任務評估目標達成 - 目標火星之子數量為 <target> 而你擁有 <count> 個。最終分數：<Score>."
8133,Humankind might be on the verge of a new Golden Age! And we have to be the ones who ride the crest of that wave!,人類可能正在黃金時代的邊緣！ 我們必須成為騎在浪頭上的人！
7747,"A new era of scientific discovery is ahead of us and we are the ones who are blessed with the opportunity to be on Mars – a completely new territory where new scientific discoveries lie behind the corner. We’re talking about new ideas which would sweep the human minds and the market and give us a tremendous head start in the future.

The primary reason behind the creation of this Colony is scientific and this is what we’re expected to do – to push the boundaries of human knowledge!

<goal><objective>","科學發現的新時代正在我們眼前， 而我們是那些有幸在火星上的人 – 科學發現的全新領域就在那裏。 這是一個會橫掃人類思維也橫掃市場的新想法， 帶領我們走向偉大未來的開端。

創造殖民地的主要原因就是科學， 這就是我們所期望的 – 推動人類知識的界線！ 

<goal><objective>"
8134,"At the end of the Mission Evaluation period we have to admit that the pursuit of technological progress on a hostile alien world is an unaccessible luxury, when we're preoccupied with short-term survival.",在任務評估期間的終點， 我們必須承認， 當我們專注在短期的生存時， 在這充滿敵意的外星世界上追求科技進展是負擔不起的奢侈。 
7748,"The harsh conditions of Mars proved too overwhelming and the technological leap desired is very far off.

<effect>Mission Evaluation objective failed - you have <count> researched Technologies out of <target>. Final Score: <Score>.","The harsh conditions of Mars proved too overwhelming and the technological leap desired is very far off.

<effect>任務評估目標失敗 - 目標科技研究數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
8135,The Mission Evaluation period is over and the results of our efforts are visible – a steady track of technological milestones can be traced back to the moment the very first rocket landed on the Red Planet.,
7749,"The colony has proven its worth as a cradle of scientific thought and everyone is sure that the future is hiding more secrets to be uncovered and more mysteries solved.

<effect> Mission Evaluation objective completed - you have <count> researched Technologies out of the target <target>. Final Score: <Score>.","The colony has proven its worth as a cradle of scientific thought and everyone is sure that the future is hiding more secrets to be uncovered and more mysteries solved.

<effect>任務評估目標達成 - 目標科技研究數量為 <target> 而你完成 <count> 個。最終分數：<Score>."
7746,Mission Evaluation: New Dawn,任務評估： 新黎明
8136,Our contribution towards the scientific advancement of humankind will be forever remembered. The Evaluation Day report shows accomplishments beyond even our wildest expectations.,我們對人類的科學進步的貢獻會永遠被記得。 任務評估日報告顯示， 成就遠遠超出原本的期望
7750,"What’s more important is that we demonstrated to the world that the future is really just behind the corner. Our brightest minds have become icons of prosperity and progress, paving the way for future generations to create a better tomorrow – on Mars, on Earth or any other place in the Universe!

<effect> Mission Evaluation objective completed - you have <count> researched Technologies out of the target <target>! Final Score: <Score>.","What’s more important is that we demonstrated to the world that the future is really just behind the corner. Our brightest minds have become icons of prosperity and progress, paving the way for future generations to create a better tomorrow – on Mars, on Earth or any other place in the Universe!


<effect>任務評估目標達成 - 目標科技研究數量為 <target> 而你完成 <count> 個。最終分數：<Score>."
8137,"We are all descendants of those who dared to look beyond the nice, cozy valley they inhabited and enter a world full of mystery and wonder. ",
7752,"Our nature is one of discovery and novelty – our curiosity will never be satisfied. To this we owe much of our civilization’s prosperity and progress.

Exploring the mysteries beyond our world caters to the best in us and by capturing our collective imagination as a species, we bring the focus back to what we can accomplish together instead of bickering and fighting amongst each other.

<goal><objective>",
8138,The Mission Evaluation report confirms what we knew – the target goals were far off from the very beginning.,
7753,"The planet turned out to be even more hostile and uninviting than we thought, thwarting any attempts to make a breakthrough in its exploration.

It seems that Mars will continue to be an uncharted territory for the next generations to explore. What matters now is to turn our failure into success by making sure that the Colony is a good starting point for these crews and expeditions that would set off into the red deserts to satisfy their wanderlust.

<effect>Mission Evaluation objective failed – you have analyzed <count> Anomalies out of the target <target>. Final score: <Score>.","The planet turned out to be even more hostile and uninviting than we thought, thwarting any attempts to make a breakthrough in its exploration.

It seems that Mars will continue to be an uncharted territory for the next generations to explore. What matters now is to turn our failure into success by making sure that the Colony is a good starting point for these crews and expeditions that would set off into the red deserts to satisfy their wanderlust.

<effect>任務評估目標失敗 - 目標分析完成的觀察點數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
8139,The final Mission Evaluation report concludes that the Colony has scored a significant progress in the exploration of the Red Planet.,最終任務評估總結殖民地在探索火星上有著顯著的成果
7754,"We found unexpected treasures buried in the sands of Mars and they only fueled our growing interest to find out more.

What’s more important is that the wave of inspiration has swept over Earth, sparking immense interest and the desire to work together towards a common goal.

<effect>Mission Evaluation objective completed – you have analyzed <count> Anomalies out of the target <target>. Final score: <Score>.","We found unexpected treasures buried in the sands of Mars and they only fueled our growing interest to find out more.

What’s more important is that the wave of inspiration has swept over Earth, sparking immense interest and the desire to work together towards a common goal.

<effect>任務評估目標達成 - 目標分析完成的觀察點數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
8140,Launch Issue: Suspended Missions,發射問題：因任務因素中止
8141,All resupply missions are temporarily suspended.,全部的補給任務暫停
8142,Launch Issue: Dust Storm,發射問題：沙塵暴
8143,Rockets cannot land or launch during Dust Storms. We will have to wait until the storm is over.,火箭在沙塵暴期間無法起降，我們必須等待沙塵暴結束
8144,Launch Issue: Fuel,發射問題：燃料
8145,This Rocket is not yet refueled for the return trip to Earth.<newline><newline>Fuel is produced in a Fuel Refinery building supplied with Water. It is then transported by Drones to the Rocket.,火箭還未加滿燃料<newline><newline>燃料可以由燃料精煉廠製作，並透過無人機運抵火箭裝填
8146,Launch Issue: Remaining Resources on Board,發射問題：仍有資源未卸載
8147,"Not all resources from this Rocket have been unloaded yet. If the Rocket launches now, the remaining resources on board will be lost.<newline><newline>To complete the unloading process, make sure there is enough available storage space in the vicinity as well as operational Drones to transport the resources.",火箭上還有資源還沒有卸載之殖民地，如果強制發射的話，這些資源將會損失<newline><newline>要完整的卸載火箭上資源的話，必須確認火箭服務範圍內是否有協助搬運的無人機，以及可儲存的對應存放區設置
8148,There are <em><number1></em> passengers on board the Rocket but there's only space for <em><number2></em> new residents in the Colony.,總共有乘客 <em><number1></em>準備登船，但目的地目前只有<em><number2></em>的空閒住宅空間
7751,Mission Evaluation: The Final Frontier,
8149,The Mission Evaluation period is over and the results are spectacular!,
7755,"The near-endless list of discoveries has brought attention to the wonders of space and the understanding that the secrets of the Universe are ours to discover.

The people on Earth now know for sure that amidst the stars lies the path towards the future of a new human civilization, one united for a common goal!

<effect>Mission Evaluation objective completed – you have analyzed <count> Anomalies out of the target <target>. Final score: <Score>.","The near-endless list of discoveries has brought attention to the wonders of space and the understanding that the secrets of the Universe are ours to discover.

The people on Earth now know for sure that amidst the stars lies the path towards the future of a new human civilization, one united for a common goal!

<effect>任務評估目標達成 - 目標分析完成的觀察點數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
8150,"Many things have been said about the nature of commerce. Some deem it unnecessary, even malicious and immoral, others defend the virtues of diligence and creativity it brings.",
7757,"We aren't expected to enter such a hot philosophical debate. Our goal is far simpler, and yet complex, than that – to make sure that the money can flow between Mars and Earth.

Commerce is what drives civilization to advance and to prosper. Establishing the first interplanetary trade relations will, in our view, catapult civilization to new heights - and being on the forefront of it all won’t hurt!

<goal><objective>",
7737,OK,
8151,The Mission Evaluation period is over and our mediocre progress towards the end goal jeopardizes the recognition of interplanetary commerce as a viable niche.,
7758,"We could only hope that this is not the end and whoever reviews the concept of commercial mining on Mars would take into account the severe difficulties we had to face on the Red Planet. The Colony is still here, though, and we could just have enough media coverage to make sure the idea wouldn't be completely dismissed in the future.

<effect>Mission Evaluation objective failed – you have exported <count> Rare Metals out of the target <target>. Final score: <Score>.","We could only hope that this is not the end and whoever reviews the concept of commercial mining on Mars would take into account the severe difficulties we had to face on the Red Planet. The Colony is still here, though, and we could just have enough media coverage to make sure the idea wouldn't be completely dismissed in the future.

<effect>任務評估目標失敗 - 目標出口稀有金屬數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
8152,"Our initial profits are good, but not astounding – yet at the Evaluation Day the trends are on a stable increase.",
7759,"Investors on Earth have just turned their attention on the topic and who knows, maybe one day the interplanetary traffic between Earth and Mars would look like Shibuya on a busy workday?

<effect>Mission Evaluation objective completed – you have exported <count> Rare Metals out of the target <target>. Final score: <Score>.","Investors on Earth have just turned their attention on the topic and who knows, maybe one day the interplanetary traffic between Earth and Mars would look like Shibuya on a busy workday?

<effect>任務評估目標成功 - 目標出口稀有金屬數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
7756,Mission Evaluation: The Pinnacle of Civilization,
8153,The Mission Evaluation is over – but the bright future is just ahead of us!,
7760,"With the spectacular achievements of our mining and export endeavor there’s hardly anyone who believes that the concept of interplanetary commerce is a laughing matter.

The ample amounts of Rare Metals we’ve sent to Earth will make money flow towards Mars – and we all know that where money flows, people follow. Not many a generations would pass before the space between the Blue and the Red planets fills with the buys traffic of rockets carrying back and forth shipments and settlers.

A toast to that!

<effect>Mission Evaluation objective completed – you have exported <count> Rare Metals out of the target <target>. Final score: <Score>.","With the spectacular achievements of our mining and export endeavor there’s hardly anyone who believes that the concept of interplanetary commerce is a laughing matter.

The ample amounts of Rare Metals we’ve sent to Earth will make money flow towards Mars – and we all know that where money flows, people follow. Not many a generations would pass before the space between the Blue and the Red planets fills with the buys traffic of rockets carrying back and forth shipments and settlers.

A toast to that!

<effect>任務評估目標成功 - 目標出口稀有金屬數量為 <target> 而你完成 <count> 個。最終分數：<Score>"
7761,Mission Evaluation: Never Too Early to Start,任務評估：現在開始還不算太晚
8154,"Now that the most critical phase of the mission is behind us, we would argue it’s a good time to start focusing on our Mission Evaluation goals.",現在任務迫在眉睫，我們最好要開始專心在完成任務評估的目標
7762,"<effect>You have only <SolsRemainingToTargetSol> Sols to complete your Evaluation Objective.

<goal><objective>","<effect>距離任務評估還有 <SolsRemainingToTargetSol> 太陽日

<goal><objective>"
7763,Mission Evaluation: Deadline,任務評估：期限
8155,Time flies! The day of the final Mission Evaluation is drawing near - it's probably a good time to look at the Colony statistics and address any goals and issues that we haven't so far.,最後期限！任務評估的大日就要逼近了。現在最好拿起殖民地的統計表起來確認看看，還有哪些目標或問題尚未達成的
7764,"<effect>You have only <SolsRemainingToTargetSol> Sols to complete your Evaluation Objective.

<goal><objective>","<effect>距離任務評估還有 <SolsRemainingToTargetSol> 太陽日

<goal><objective>"
5686,Spheres: The Trusty Screwdriver,天體者：物理穿刺實驗
7074,"Our attempts to penetrate the outer layer of the Sphere were unsuccessful, though they did yield some interesting results.","我們的科學家在第一研究區現場的封鎖線內，持續地針對這個未知的球體進行一連串的實驗。
可惜今日的物理穿刺測試中，依然沒有得到任何有趣的結果"
5687,"Whatever lies within the Sphere is pretty capable of harnessing any energy projected at it. Furthermore, the energy used by our instruments seems to have furthered its power-up process.

<effect>The Sphere charges a bit", 
5688,That is most worrying,這真令人擔憂...
5689,Spheres: Metallic Silence,天體者：靜而不語
7075,"Our test results tell us the Sphere accumulates energy by absorbing radio waves,",在經過科學家們一連串的測試、統合報告後，雖然還無法斷定結論，但能確定是這個「球體」會吸收附近的反射波段
5690,"So thorough is the absorption process that we fail to detect even the slightest reflected wave being thrown back at us. Aside from that the Sphere remains, unsurprisingly, quiet.

<effect>The Sphere charges a bit","我們很驚訝球體竟然可以將儀器所產生的反射波段吸收的一乾二淨，儘管科學家們對於這個結果議論紛紛，但封鎖線內，那黑色毫無光滑面的球體仍然不為所動，安安靜靜

<effect> 球體能量微幅增加"
5691,I kinda hope it stays quiet,"希望""它""就這樣一直靜靜地待在那就好..."
5692,Spheres: Is it Alive?,天體者：生命體？
7076,Our running hypothesis seems to be correct. It’s releasing energy to charge faster. Maybe it’s alive?,"科學家們討論後，做了個大膽的假設：「如果球體可以快速地吸取能量，或許能量對它而言的一種""養分""，那麼""它""可能會是種生命體？」"
5693,"While energy direction by itself is not something so unusual, utilizing it for a purpose implies intent or at least programming of some kind. Our current test-grade proof will most certainly help encourage our scientists currently tackling this mystery.
 
<effect>The Sphere charges a bit","儘管這樣的能量行為守則，不符合當今科學理論，但科學家們反而對這顆球體產生更大的興趣，迫不急待地想探索球體內埋藏的秘密


<effect>球體能量微幅增加"
5694,Whose idea was this anyway?,誰想到這個方法的？
5695,Spheres: A Buried Secret,天體者：一個秘密
7077,A short dig following an off-the-charts reading revealed a metallic spheroid buried just beneath the surface.,在經過工程部門短暫的挖掘後，我們發現了埋藏在地表下的金屬球體
5696,"Its surface is perfectly smooth and also seems to sport mirror-like features.

The way this sphere reflects its surroundings has struck our team as being especially odd. It reflects not what one would expect, and in some instances seems to entirely ignore the observer from the reflection.   

This has the potential to be something monumental. Further excavation is most definitely encouraged by everyone here at Mission Control.

<effect> A half-buried sphere is revealed","""它的表面出乎意料的光滑，看起來就像是一面鏡子""

球體的鏡面反射中，看到了科學家以及工程團隊們各個交頭接耳談論著，他們的神情看起來非常的興奮且好奇。

我馬上將這個消息回報給控制中心，而且很快地就得到回應：

「這項發現很有可能是一項重大突破，經過控制中心討論過後，一致決定繼續開挖，深入了解這個目標」


<effect> 發現露出於地表一半的金屬球體"
5697,Keep me up to speed on any finds.,我非常好奇還能發現些什麼
5698,Spheres: System Shock,天體者：震動
7078,"We tried interacting with it, which triggered some sort of response. The Sphere isn’t dormant anymore.",科學家們試著用各種方式，在球體上筆來劃去的，想測試看看是否能夠找出個什麼蛛絲馬跡，但突然的一陣微弱的顫動，球體似乎有了反應
5699,"Our most sensitive instruments detect a very weak, yet constant low frequency vibration, giving the Sphere a sort of hum. At least no harmful particles are detected. 

We will be waiting for further test results.

<effect>The Sphere begins charging.","我們使用了殖民地上最先進的科學偵測儀器，在直觸式實驗監測的時候，發現球體產生一種很薄弱不尋常的震動模式，這樣的快速震動使得球體產生一種嗡嗡的聲響，尤其是當眾人瞬間都靜止時，那樣的聲音更額外令人刺耳。不過慶幸的是，目前看起來似乎沒有產生可能造成危險的狀況或物質。

<effect>球體開始充能中"
5700,That’s some B-movie material right there.,這玩意兒看起來真不現實，感覺就像是B級電影中會出現的東西
5701,"Spheres: Hello, Goodbye","天體者：Hello, Goodbye"
7079,"Definitive contact with an extraterrestrial being, for the first time in the history of mankind.",科學家們認為，這絕對是一個生命體，甚至斷言就是人類長久以來所談論的「外星人」，這絕對將會是人類歷史上最重大的發現之一
5702,"Mission Control was struck speechless as the half excavated Sphere finished the job itself and un-burrowed fully on its own, then began moving - levitating with the aid of some propulsion method unknown to us. 

Around it, temperatures fell drastically, creating a cold area that moved around with it. Mission Control is scrambling to predict where it’s headed to and if this cold zone is a byproduct of its propulsion method. Or more like its function. 

These are exciting times – scary, but exciting.

<effect>The Sphere begins moving.","發生了不得了的事情！挖掘工作才進行到一半，球體本身竟然移動了起來，在沒有任何外力的協助之下，竟然以一種難以解釋跟形容的方式，""懸浮""在半空中移動著，待在任務監控中心的我們看著這個畫面，也呆住了。

瞬間，球體附近的溫度劇烈下降，就像是寒流那般瞬間創造了一個極度寒冷的環境地表。幸好地面上科學家跟工程部門的同仁們身上的太空衣都有配備標準恆溫系統，不至於有立即的危險。但看著球體周圍霜白的地面，在比較遠處紅塵滿滿山丘，真是一個強烈的對比。

一般來說，能夠瞬間創造如此巨大的寒冷環境，想必擁有非常巨大的能量才有辦法造成，物理學上表示能量越大，也對應的產生相當的熱量，但這玩意兒完全背道而馳！

雖然從來沒有看過這樣的狀況，但在控制中心的我還是非常的緊張興奮又帶點害怕，但現在似乎當務之急是趕快預測球體行進的方向，趕緊做預防措施

<effect>球體開始移動中"
5703,The Sphere should be watched closely at all times!,現在開始將全面派人24小時全天候監控著球體
5704,Spheres: The Sphere is a Sucker!,天體者：很會吸嘛！
7080,"It seems to be absorbing any sort of electrical current in close proximity. In other words, it’s feeding on our batteries.",我們發現電力相當的不穩定，電源指示器上一直處在於低電量狀態閃爍著，尤其是球體附近的電器幾乎快要無法作用！這球體正在吸取我們的電力！
5705,"While we aren’t sure if the Sphere has any set destination it is hovering towards, we have enough evidence to say that a new process has been initiated by the Sphere. For what purpose, we cannot say as of now.

<hint> The Sphere drains batteries and charges quicker.","科學家們現在還沒辦法討論出個所以然，也不知道球體到底要往哪移動。球體似乎渴望著電力能量，似乎要發展或者執行什麼樣的動作，現在任務中心也是一個頭兩個大，還要面對上廁所頻頻斷電的窘境，我們得趕快想個辦法阻止電力的損失！

<hint> 球體正以非常快速的方式消耗著我們的電力"
5706,Son of a…,這個王八蛋...
5707,Spheres: Bad Vibrations,天體者：弦外之音
7081,"The humming’s less than subtle now, with the added bonus that it’s clearly harming any Colonists that come too close.",醫療部門向我報告，陸續湧進許多暈倒的殖民者緊急狀況，這時科學家也向我報告音頻量測結果，證實球體因顫動產生的低頻率聲響，對人體會直接的產生包含暈眩、嘔吐、劇烈心悸等影響！
5708,"While it does not seem to be lethal in any moderate doses, any Colonist, subject to the Sphere’s influence, shows signs of deteriorating health and needs a solid few days at the Infirmary.

Our researchers have several theories on what this phenomenon is and should we prioritize it, we may be able to come up with a way to protect our citizens from the harmful influence of any such Sphere. 

<effect> <em>Sphere Protection</em> research available.","保安官跟我報告說，殖民地的人民議論紛紛，說這是天堂近了，有人說球體是「天體者」，是上帝派來用酷寒嚴冰來""重設""這顆星球，就像是地球那時的冰河時期、懲罰我們！

雖然目前還未收到有殖民者引此喪命的狀況，但這樣的狀況確實影響球體附近的蒼穹頂下居民的健康跟理智，而且影響人數眾多，醫療部門的的病床完全不夠應付這樣的情形。

我們的科學家提出了主動式反向低頻抵銷的廣播設計，透過產生與球體反向的低頻功率，應該就可以把那聲響完全的消除，就跟靜音耳機的理論一樣。

我收到這樣的報告後馬上就批准了這個提案，並且通知工程部門盡快配合研發，用最快的速度給我生出來！

<effect> <em>天體者防護系統</em> 可以研究了"
5709,The safety of our citizens is always a priority!,我們人民的人身安全永遠是優先考慮的事情！
5710,A Eulogy for an Everyday Hero,
7082,We gather here today to bid a final farewell to one of our finest.,我們今天一起聚集在這，來向我們最好的朋友道別
5711,"As difficult and painful as it is, we must accept that <ColonistName(colonist)> is dead. As friends, as a community, we express our sadness, we acknowledge our loss, acknowledge the great importance of <ColonistName(colonist)>’s life.

<ColonistName(colonist)>’s life has been a journey towards a vision, a journey which brought us all towards the possibility of living on the Red Planet, one small step after at a time. <ColonistName(colonist)> didn’t try to make their mark in human history, for there is no room for attempts in success. <ColonistName(colonist)> knew what the calling of fate was, knew the risks and the opportunities and made the best of it, for the good of us all.

What is it that takes a person through all of this is a question only we can answer. This is a question whose answer is the spirit of <ColonistName(colonist)>, and this is a legacy for us.

<effect><ColonistName(colonist)> has died. Cause: <reason>
<hint> Each time a Colonist dies from a non-natural death, two Applicants leave the pool","As difficult and painful as it is, we must accept that <ColonistName(colonist)> is dead. As friends, as a community, we express our sadness, we acknowledge our loss, acknowledge the great importance of <ColonistName(colonist)>’s life.

<ColonistName(colonist)>’s life has been a journey towards a vision, a journey which brought us all towards the possibility of living on the Red Planet, one small step after at a time. <ColonistName(colonist)> didn’t try to make their mark in human history, for there is no room for attempts in success. <ColonistName(colonist)> knew what the calling of fate was, knew the risks and the opportunities and made the best of it, for the good of us all.

What is it that takes a person through all of this is a question only we can answer. This is a question whose answer is the spirit of <ColonistName(colonist)>, and this is a legacy for us.

<effect><ColonistName(colonist)> 去世了。 死因： <reason>
<hint> 每次當有殖民者死於非自然因素，就將會有應徵者會離開"
5712,"Thank you, fellow Colonists.",殖民者同袍，謝謝你。
5713,Mental Breakdown,精神崩潰
7083,A Colonist just snapped!,一名殖民者發狂了！
5714,"<ColonistName(colonist)>, as every other Colonist, went through psychological conditioning before arriving on Mars to guarantee their most basic ability to cope with the adverse environment. Indeed, the people live on a barren, dead-cold world with a toxic, almost non-existent atmosphere, protected only by a fragile-looking Dome and relying on machines to keep them alive.

The unparalleled everyday stress levels slowly drain the people of their resolve – thus even the slightest shock or frustration can send someone over the edge. On Earth entertainment and recreation are just for fun, but here they are a tool for basic survival.

<hint> The Colonist <ColonistName(colonist)> has reached critically low Sanity. Provide operational Healthcare buildings in the Domes and avoid Heavy workload or Nighttime work to prevent this situation.","<ColonistName(colonist)>，與所有其他殖民者一樣，在來火星之前都做了心理調適，以確保他們能夠適應火星艱困的環境。沒錯，這些住在火星上的人們僅僅依賴著這層又薄又脆弱的蒼穹頂保護著，而外面的環境貧瘠、又冷、空氣充滿著毒氣，更別提那能令人幾秒內窒息的稀薄大氣。

無法想像的壓力每天一點一滴的侵蝕著殖民者們的心智 – 也因此不論是多麼無關痛癢的小事都可能讓人們崩潰。在地球上，娛樂不會是人們會去多做聯想的活動，但在這裡娛樂卻是每個人生存下去所必需的活動一環。

<hint> 殖民者 <ColonistName(colonist)> 的理智即將斷線！ 請提供所在的蒼穹頂一些運作中的醫療建築，並且避免高壓工作或者 長時間 在大夜班工作"
5716,Suffocation!,窒息！
7084,Our Colonists are suffocating! We only have a few hours to get them more Oxygen before they run out!,我們的殖民者們無法呼吸了！得快點想辦法，不然距離他們窒息而死只剩下幾小時！
5717,"Our Domes are large enough to contain tons of breathable air, but when the systems fail to refresh the supply, the amount of carbon dioxide will steadily increase until the atmosphere becomes unbreathable.

<hint> Colonists with the Suffocating status effect have no access to Oxygen and will die within a short time. Connect their Dome to operational MOXIEs and Oxygen Tanks or plant Oxygen-Producing Crops in Farms to supply them with Oxygen.","我們的蒼穹頂能夠保存上噸的氧氣，但若供氧系統無法持續運作，二氧化碳的含量將會逐步提高，直到整座蒼穹頂都無法呼吸。

<hint> 殖民者感覺到窒息狀態，如果短時間內沒有提供氧氣的話，殖民者會很快的死亡。請確認您有可運作的氧蒐集站以及氧氣儲存槽等氧氣生產設施，並且正確與蒼穹頂的管線接口連結。"
5718,Dehydration!,脫水！
7085,The Colonists are on the brink of dehydration! We need to figure out something quick before they die.,殖民者們正瀕臨脫水的邊緣。我們必須在他們死亡前趕緊做些什麼。
5719,"Water is the vital fluid which sustains all life. The human body requires a constant access to fresh, drinkable water and quickly deteriorates when none is present. Thus the extraction of Water is one of our utmost priorities.

<hint> Colonists with the Dehydrated status effect have no access to Water and will die within a short time. Connect their Dome to operational Water Producers or filled Water Towers to supply them with Water.","水是維持所有生命體最基本的需求。人體需要持續補充新鮮的水，否則健康很快就會惡化。因此取得水是我們最優先要做的事情。

<hint> 殖民者若無法取得水將很快脫水，且很短時間內便會死亡。將生產水的設施或是擁有水的水塔連結至蒼穹頂以供給水。"
5720,Oh my!,天啊！
5721,Hypothermia!,失溫！
7086,Our Colonists are suffering from hypothermia!,我們的殖民者正因失溫而受苦著！
5722,"Domes feature heaters which maintain a pleasant temperature of 23 degrees Celsius around the clock, protecting against the fluctuating temperature of the fickle Martian atmosphere outside. The temperature inside the Dome quickly decreases when the power supply is cut and the Colonists sure do feel the effects. If the situation remains unchanged, I'm afraid that it could be fatal.

<hint> Colonists with the Freezing status effect reside in a Dome with an insufficient supply of Power. Increase the amount of Power accessible to the Dome to prevent this.","蒼穹頂特有的加熱器能使其內部溫度全天候維持在宜人居住的攝氏23度，保護殖民者不受火星上變幻莫測大氣影響。當電力供應停止，蒼穹頂內的溫度將急速下降，而殖民者們肯定會立刻感受到影響。若情況持續不改善，這將可能致人死亡。

<hint> 蒼穹頂因電力不足造成居住其中的殖民者處於凍僵狀態。增加供給蒼穹頂的電力以避免此狀況。"
5723,Starvation!,飢餓！
7087,Our Colonists are starving!,我們的殖民者們正在挨餓！
